Date,Open,High,Low,Close,Adj Close,Volume
2017-05-01,19154.029297,19311.210938,19144.619141,19310.519531,19310.519531,106500
2017-05-02,19335.720703,19464.300781,19335.019531,19445.699219,19445.699219,112700
2017-05-08,19709.009766,19929.480469,19705.130859,19895.699219,19895.699219,148700
2017-05-09,19915.640625,19917.449219,19838.710938,19843.000000,19843.000000,123500
2017-05-10,19890.560547,19938.529297,19866.300781,19900.089844,19900.089844,129000
2017-05-11,19943.949219,19989.939453,19906.349609,19961.550781,19961.550781,136400
2017-05-12,19941.640625,19941.640625,19809.910156,19883.900391,19883.900391,136800
2017-05-15,19753.460938,19869.849609,19740.630859,19869.849609,19869.849609,128300
2017-05-16,19953.060547,19998.490234,19862.410156,19919.820313,19919.820313,131100
2017-05-17,19806.779297,19842.779297,19764.630859,19814.880859,19814.880859,118100
2017-05-18,19556.990234,19601.529297,19449.730469,19553.859375,19553.859375,135700
2017-05-19,19591.410156,19628.640625,19497.289063,19590.759766,19590.759766,115600
2017-05-22,19670.480469,19722.929688,19618.730469,19678.279297,19678.279297,78500
2017-05-23,19647.740234,19693.019531,19585.539063,19613.279297,19613.279297,83400
2017-05-24,19777.560547,19782.810547,19690.099609,19742.980469,19742.980469,101300
2017-05-25,19737.210938,19850.929688,19720.119141,19813.130859,19813.130859,95100
2017-05-26,19798.490234,19801.589844,19686.490234,19686.839844,19686.839844,84500
2017-05-29,19697.179688,19736.619141,19627.189453,19682.570313,19682.570313,67300
